,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
62,Aklavik,90,CA,1566201176,93,68.22,-135.01,35.6,2.24
63,Puerto Ayora,79,EC,1566201177,97,-0.74,-90.35,66.0,3.0
64,Atuona,7,PF,1566201179,76,-9.8,-139.03,79.55,20.11
65,Bolgatanga,90,GH,1566201180,83,10.79,-0.85,78.29,12.55
66,Busselton,0,AU,1566201181,37,-33.64,115.35,62.01,6.22
67,Hermanus,100,ZA,1566201184,69,-34.42,19.24,62.01,7.0
68,Ballina,20,IE,1566201185,100,54.11,-9.15,57.0,9.17
69,Hilo,40,US,1566201186,65,19.71,-155.08,78.8,3.36
70,Georgetown,31,GY,1566201188,88,6.8,-58.16,73.25,1.21
71,Margate,75,AU,1566201190,61,-43.03,147.26,46.4,17.22
72,Xuddur,52,SO,1566201191,31,4.12,43.89,86.39,21.7
73,Faya,0,SA,1566201192,24,18.39,42.45,84.2,3.36
74,Kavieng,0,PG,1566201193,71,-2.57,150.8,83.87,9.01
75,Banjar,35,ID,1566201194,60,-7.37,108.54,78.47,9.24
76,Touros,40,BR,1566201196,100,-5.2,-35.46,71.6,4.7
77,Bulgan,22,MN,1566201197,84,48.81,103.53,56.69,11.72
78,Jamestown,67,AU,1566201198,84,-33.21,138.6,46.79,7.43
79,Norman Wells,40,CA,1566201200,97,65.28,-126.83,32.0,5.82
80,Kysyl-Syr,100,RU,1566201202,90,63.9,122.77,55.79,4.94
81,Ilulissat,17,GL,1566201203,80,69.22,-51.1,39.2,1.12
82,Gayny,100,RU,1566201205,96,60.3,54.33,59.39,6.8
83,Kapaa,75,US,1566201206,65,22.08,-159.32,80.6,5.82
84,Inirida,100,CO,1566201208,93,3.87,-67.92,71.81,3.31
85,Kruisfontein,71,ZA,1566201209,69,-34.0,24.73,56.87,23.35
86,Zhenhai,40,CN,1566201210,62,29.95,121.71,90.0,4.47
87,Huanren,0,CN,1566201211,66,41.26,125.37,73.79,3.67
88,Kutum,96,SD,1566201213,57,14.2,24.66,77.93,9.62
89,Linkou,97,CN,1566201214,93,45.29,130.27,66.95,3.18
90,Lavumisa,0,ZA,1566201215,12,-27.31,31.88,88.37,7.67
91,Aksarka,36,RU,1566201216,51,66.56,67.8,63.35,7.25
92,Ixtapa,40,MX,1566201217,83,20.71,-105.21,82.4,1.23
93,Tiksi,20,RU,1566201219,75,71.64,128.87,54.35,2.95
94,Faanui,49,PF,1566201220,80,-16.48,-151.75,79.37,19.66
95,Mahebourg,75,MU,1566201221,65,-20.41,57.7,78.01,12.75
96,Hobart,75,AU,1566201178,61,-42.88,147.33,46.4,16.11
97,Kiruna,90,SE,1566201225,87,67.86,20.23,55.4,11.41
98,Garowe,0,SO,1566201227,30,8.41,48.48,91.07,24.65
99,Victoria,75,BN,1566201022,59,5.28,115.24,89.6,3.36
100,Katsuura,75,JP,1566201229,94,33.93,134.5,79.0,9.17
101,Carnarvon,0,ZA,1566201230,20,-30.97,22.13,60.11,11.81
102,Port Alfred,39,ZA,1566201233,79,-33.59,26.89,62.01,8.99
103,Thunder Bay,5,CA,1566201234,100,48.41,-89.26,57.0,5.82
104,Vanimo,76,PG,1566201235,75,-2.67,141.3,82.97,9.13
105,Nago,0,IT,1566201236,69,45.88,10.89,84.99,3.36
106,San Quintin,100,PH,1566201238,83,17.54,120.52,81.53,6.29
107,Severo-Kurilsk,78,RU,1566201239,86,50.68,156.12,51.65,3.18
108,Tuktoyaktuk,100,CA,1566201240,95,69.44,-133.03,37.79,4.54
109,Tabou,100,CI,1566201241,85,4.42,-7.36,75.41,6.26
110,Cheremukhovo,100,RU,1566201242,90,56.23,46.23,71.09,5.44
111,Yumen,100,CN,1566201245,42,40.29,97.04,67.85,4.27
112,Havelock,75,US,1566201246,88,34.88,-76.9,80.6,10.29
113,Fairbanks,90,US,1566201126,61,64.84,-147.72,50.0,4.7
114,Mar del Plata,0,AR,1566201248,68,-46.43,-67.52,32.21,4.32
115,Bail Hongal,75,IN,1566201250,69,15.82,74.87,82.4,6.93
116,Barrow,31,AR,1566201251,84,-38.31,-60.23,30.23,1.99
117,Husavik,88,CA,1566201252,45,50.56,-96.99,64.0,4.0
118,Ahipara,11,NZ,1566201253,100,-35.17,173.16,50.0,17.76
119,The Valley,40,AI,1566201019,83,18.22,-63.06,81.0,11.41
120,Esmeraldas,0,BR,1566201256,71,-19.76,-44.31,57.2,2.24
121,Port-Gentil,40,GA,1566201257,83,-0.72,8.78,77.0,9.17
122,Huilong,84,CN,1566201258,55,31.15,106.5,93.23,7.61
123,Namibe,52,AO,1566201259,86,-15.19,12.15,62.99,2.59
124,Port Elizabeth,90,US,1566201261,94,39.31,-74.98,77.0,3.47
125,Eyrarbakki,0,IS,1566201262,62,63.86,-21.15,44.6,4.7
126,Upernavik,95,GL,1566201263,72,72.79,-56.15,41.93,9.75
127,Santa Maria,0,BR,1566201264,59,-16.02,-48.01,66.2,1.12
128,Roswell,1,US,1566201135,30,33.39,-104.52,86.0,11.41
129,Dikson,100,RU,1566201267,95,73.51,80.55,41.57,9.01
130,Santa Rosa,100,AR,1566201093,68,-36.62,-64.29,35.45,10.33
131,Grindavik,20,IS,1566201269,75,63.84,-22.43,44.6,17.22
132,Ponta do Sol,67,BR,1566201270,61,-20.63,-46.0,65.15,1.34
133,Mareeba,1,AU,1566201272,47,-16.99,145.42,75.99,10.29
134,Kandrian,96,PG,1566201275,90,-6.21,149.55,74.33,8.25
135,Coquimbo,0,CL,1566201276,93,-29.95,-71.34,46.4,5.82
136,Thompson,90,CA,1566201203,93,55.74,-97.86,51.8,6.93
137,Ostrovnoy,100,RU,1566201280,61,68.05,39.51,66.95,18.5
138,Batagay-Alyta,99,RU,1566201281,50,67.8,130.41,60.29,6.73
139,Hun,20,BE,1566201282,82,50.34,4.87,61.0,10.29
140,Tiznit,0,MA,1566201284,76,29.7,-9.73,69.29,8.37
141,Birjand,0,IR,1566201285,6,32.86,59.22,86.0,11.41
142,Chervona Sloboda,0,UA,1566201286,56,50.74,33.96,73.97,5.1
143,Hereford,20,GB,1566201287,82,52.06,-2.72,61.0,9.17
144,Shimoda,75,JP,1566201289,74,34.7,138.93,86.0,4.7
145,Sioux Lookout,75,CA,1566201286,71,50.1,-91.92,57.2,6.93
146,Bethel,1,US,1566201291,71,60.79,-161.76,57.2,8.05
147,Coihaique,0,CL,1566201292,92,-45.58,-72.07,24.8,4.09
148,Qaanaaq,96,GL,1566201293,70,77.48,-69.36,36.53,4.59
149,Khakurinokhabl,23,RU,1566201295,63,45.02,40.23,81.17,5.06
150,Washington DC.,1,US,1566201231,100,38.9,-77.04,78.01,4.27
151,Poum,0,MK,1566201298,46,41.28,20.71,73.4,2.24
152,Aksu,90,KZ,1566201299,64,52.04,76.93,73.4,11.18
153,Airai,82,TL,1566201300,66,-8.93,125.41,78.47,2.86
154,Torbay,90,CA,1566201303,93,47.66,-52.73,61.0,11.41
155,Salalah,90,OM,1566201304,88,17.01,54.1,80.6,8.05
156,Canutama,48,BR,1566201305,90,-6.53,-64.38,71.45,1.21
157,Sur,0,OM,1566201306,48,22.57,59.53,88.91,12.77
158,Loreto,99,PY,1566201308,67,-23.27,-57.32,65.33,8.3
159,Potam,0,MX,1566201309,82,27.6,-110.38,86.0,1.99
160,Narsaq,0,GL,1566201310,93,60.91,-46.05,42.8,5.82
161,San Patricio,30,PY,1566201311,84,-26.98,-56.83,49.13,10.22
162,Lincoln,40,GB,1566201049,87,53.23,-0.54,62.01,11.41
163,Iznik,20,TR,1566201314,68,40.43,29.72,77.0,4.7
164,Lebu,40,ET,1566201317,82,8.96,38.73,60.8,2.24
165,Mitsamiouli,40,KM,1566201318,65,-11.38,43.28,82.4,14.99
166,Ancud,0,CL,1566201319,91,-41.87,-73.83,33.8,5.82
167,Mossendjo,100,CG,1566201321,71,-2.95,12.72,74.33,3.24
168,Morondava,0,MG,1566201325,67,-20.3,44.28,74.87,15.9
169,Naze,100,NG,1566201326,91,5.43,7.07,74.87,2.35
170,Fortuna,0,ES,1566201198,60,38.18,-1.13,82.99,2.24
171,Koslan,45,RU,1566201328,62,63.46,48.9,64.97,8.57
172,Moshupa,0,BW,1566201330,45,-24.78,25.42,62.6,2.24
173,Esperance,0,AU,1566201331,59,-33.86,121.89,62.6,8.05
174,Les Cayes,51,HT,1566201332,78,18.19,-73.75,82.79,18.92
175,Benguela,0,AO,1566201333,100,-12.58,13.4,66.2,2.8
176,Walvis Bay,0,NA,1566201335,97,-22.95,14.51,53.01,1.99
177,Wiefelstede,20,DE,1566201336,77,53.26,8.12,64.0,12.75
178,Kenai,90,US,1566201338,58,60.55,-151.26,59.0,8.05
179,Saint-Georges,75,CA,1566201340,95,46.12,-70.67,64.99,8.19
180,Moron,49,HT,1566201342,76,18.56,-74.26,78.11,4.5
181,Geraldton,5,CA,1566201343,100,49.72,-86.95,51.8,6.93
182,Butaritari,0,KI,1566201344,61,3.07,172.79,84.95,2.1
183,Grand Gaube,75,MU,1566201345,65,-20.01,57.66,78.01,12.75
184,Kaeo,85,NZ,1566201348,100,-35.1,173.78,54.0,11.83
185,Olinda,40,AU,1566201349,81,-37.84,145.39,53.01,10.29
186,Saint George,0,GR,1566201350,32,39.45,22.34,84.2,5.17
187,Pacific Grove,90,US,1566201301,87,36.62,-121.92,62.6,11.41
188,Pouembout,82,NC,1566201353,74,-21.12,164.9,68.93,13.78
189,Plouzane,20,FR,1566201355,82,48.38,-4.62,60.8,5.82
190,Hirado,100,JP,1566201356,94,33.32,129.49,82.99,2.24
191,Eureka,90,US,1566201357,100,40.8,-124.16,55.99,2.84
192,Talas,3,KG,1566201358,99,42.52,72.24,66.99,7.36
193,Mayumba,77,GA,1566201360,91,-3.44,10.65,72.35,5.88
194,Codrington,0,AU,1566201361,63,-28.95,153.24,71.6,14.99
195,Poopo,0,BO,1566201362,44,-18.38,-66.97,37.07,4.18
196,Peniche,20,PT,1566201363,77,39.36,-9.38,73.0,9.17
197,Opuwo,0,NA,1566201364,13,-18.06,13.84,82.43,16.87
198,Micheweni,42,TZ,1566201366,79,-4.97,39.83,76.13,17.65
199,Kralendijk,0,BQ,1566201367,78,12.15,-68.27,82.4,16.11
200,Saint-Pierre,75,FR,1566201368,93,48.95,4.24,62.6,2.24
201,Newport,75,GB,1566201124,93,51.59,-3.0,61.0,6.93
202,Jalu,0,LY,1566201371,36,29.03,21.55,86.93,7.05
203,Bundaberg,0,AU,1566201372,53,-24.87,152.35,71.6,14.99
204,Madison,40,US,1566201260,88,43.07,-89.38,66.0,4.05
205,Eirunepe,76,BR,1566201375,95,-6.66,-69.87,70.37,1.5
206,Nalut,0,LY,1566201376,20,31.86,10.98,90.35,2.62
207,Berlevag,40,NO,1566201378,68,70.86,29.09,64.4,21.92
208,Bathsheba,20,BB,1566201379,83,13.22,-59.52,80.6,9.17
209,Bandarbeyla,23,SO,1566201380,26,9.49,50.81,96.83,25.86
210,Sorong,0,ID,1566201381,82,-0.86,131.25,78.11,9.08
211,Formosa do Rio Preto,0,BR,1566201383,67,-11.04,-45.19,58.67,1.72
212,Narayanavanam,97,IN,1566201384,47,13.42,79.59,92.33,4.61
213,Nyurba,100,RU,1566201385,95,63.29,118.35,53.45,2.91
214,Kyren,100,RU,1566201386,97,51.68,102.13,38.15,4.83
215,Tianpeng,29,CN,1566201387,44,28.88,112.34,97.19,5.57
216,Kumla,75,SE,1566201390,82,59.13,15.14,64.0,12.75
217,Beloha,0,MG,1566201391,39,-25.17,45.06,76.85,13.42
218,Sorland,40,NO,1566201392,87,67.67,12.69,59.0,11.41
219,Bacolod,34,PH,1566201393,79,10.68,122.95,82.97,15.37
220,Chukhloma,92,RU,1566201395,77,58.76,42.68,70.91,3.42
221,Khatanga,100,RU,1566201396,68,71.98,102.47,65.51,6.8
222,Sibolga,49,ID,1566201397,75,1.74,98.78,82.97,14.23
223,Santa Ana,0,MX,1566201186,86,30.54,-111.12,73.0,7.36
224,Maniitsoq,100,GL,1566201400,97,65.42,-52.9,41.57,0.89
225,Kautokeino,100,NO,1566201401,92,69.01,23.04,51.83,22.73
226,Tanout,100,NE,1566201402,63,14.97,8.88,82.97,19.86
227,Udachnyy,0,RU,1566201403,21,66.42,112.4,69.8,8.95
228,Opotiki,0,NZ,1566201404,93,-38.01,177.29,37.99,2.95
229,Cidreira,24,BR,1566201407,79,-30.17,-50.22,44.45,5.55
230,Peyima,100,SL,1566201408,99,8.69,-11.04,70.55,1.57
231,Dingle,92,PH,1566201409,85,11.0,122.67,82.79,0.92
232,Phalodi,54,IN,1566201412,41,27.13,72.36,96.11,6.96
233,Rosario,100,UY,1566201413,85,-34.31,-57.35,36.0,12.97
234,Kathmandu,75,NP,1566201178,69,27.71,85.32,82.4,9.17
235,Santiago de Cao,72,PE,1566201415,91,-7.96,-79.24,59.21,8.86
236,Saint-Augustin,75,CA,1566201417,94,45.63,-73.98,72.0,2.24
237,Clarence Town,0,AU,1566201418,24,-32.59,151.78,59.0,17.22
238,High Rock,0,BS,1566201420,73,26.63,-78.28,83.33,12.55
239,Sicamous,1,CA,1566201421,87,50.84,-118.99,57.2,1.34
240,Likasi,0,CD,1566201423,25,-10.99,26.74,72.35,9.64
241,Gujan-Mestras,90,FR,1566201424,93,44.63,-1.08,63.0,5.57
242,Ugoofaaru,98,MV,1566201425,72,5.67,73.0,82.61,12.24
243,Jardim,0,BR,1566201426,85,-21.48,-56.15,62.09,8.5
244,Sitka,0,US,1566201428,86,37.17,-99.65,75.0,11.99
245,Bedele,82,ET,1566201429,79,8.46,36.35,71.81,1.25
246,San Cristobal,66,HN,1566201430,95,14.68,-86.92,61.55,3.29
247,Quelimane,75,MZ,1566201431,69,-17.88,36.89,75.2,5.82
248,Chuy,93,UY,1566201344,76,-33.69,-53.46,44.99,11.32
249,Dom Pedrito,0,BR,1566201434,86,-30.98,-54.67,37.4,4.7
250,Tiarei,75,PF,1566201435,69,-17.53,-149.33,78.8,2.24
251,Vernon,1,CA,1566201165,45,50.27,-119.27,66.0,3.36
252,Constitucion,100,MX,1566201437,79,23.99,-104.67,64.99,4.47
253,Caldas Novas,47,BR,1566201438,53,-17.75,-48.62,67.85,1.12
254,Bocas del Toro,99,PA,1566201440,54,9.33,-82.25,57.99,5.01
255,Lembang,9,ID,1566201441,30,-6.81,107.62,85.13,10.54
256,Kaitangata,7,NZ,1566201443,74,-46.28,169.85,44.01,5.39
257,Mount Gambier,75,AU,1566201444,76,-37.83,140.78,51.8,12.75
258,Takoradi,60,GH,1566201449,71,4.89,-1.75,80.45,7.09
259,Diamantino,7,BR,1566201450,61,-14.4,-56.44,71.09,2.86
260,Angoche,100,MZ,1566201451,57,-16.23,39.91,76.85,9.89
261,Mahajanga,0,MG,1566201453,37,-15.72,46.32,82.4,14.99
262,Tame,70,CO,1566201454,78,6.46,-71.72,50.75,4.14
263,Lagoa,0,PT,1566201455,33,37.14,-8.45,75.2,3.36
264,Naifaru,100,MV,1566201421,73,5.44,73.37,82.43,10.92
265,Abu Samrah,0,SY,1566201457,27,35.3,37.18,88.19,2.91
266,Itoman,75,JP,1566201459,88,26.12,127.67,86.0,3.36
267,Camacupa,0,AO,1566201460,20,-12.02,17.48,74.15,11.18
268,Itarema,2,BR,1566201461,85,-2.92,-39.92,72.89,8.77
269,Port Moresby,20,PG,1566201462,74,-9.47,147.16,78.8,25.28
270,Pontes e Lacerda,0,BR,1566201464,70,-15.23,-59.33,69.65,2.75
271,Padang,0,ID,1566201466,78,-0.92,100.36,81.89,13.0
272,Haines Junction,93,CA,1566201467,84,60.75,-137.51,31.13,5.37
273,Kiama,0,AU,1566201468,34,-34.67,150.86,54.0,18.34
274,Galeana,21,MX,1566201470,77,24.83,-100.08,62.09,2.53
275,Ayagoz,15,KZ,1566201472,28,47.96,80.43,75.77,7.85
276,Strezhevoy,75,RU,1566201473,87,60.73,77.6,53.6,6.71
277,Erzin,40,TR,1566201474,62,36.95,36.2,84.2,3.36
278,Tuatapere,100,NZ,1566201477,54,-46.13,167.69,51.01,14.0
279,Nara,75,JP,1566201478,94,34.68,135.8,86.0,11.41
280,Richards Bay,49,ZA,1566201479,81,-28.77,32.06,69.65,29.84
281,Kargat,100,RU,1566201480,62,55.19,80.28,64.25,10.16
282,Raudeberg,75,NO,1566201481,82,61.99,5.14,61.0,14.99
283,Borisovka,40,RU,1566201483,64,50.61,36.01,68.0,6.71
284,Bilibino,77,RU,1566201484,90,68.06,166.44,44.99,0.67
285,Alofi,2,NU,1566201485,100,-19.06,-169.92,71.6,3.36
286,Simpang,90,ID,1566201486,75,4.36,96.17,82.79,4.94
287,Bose,40,IT,1566201488,94,45.46,8.01,82.0,5.82
288,Pajapan,100,MX,1566201489,88,18.26,-94.69,73.61,1.12
289,Mirnyy,100,RU,1566201490,84,56.57,36.46,64.97,7.11
290,Gusau,100,NG,1566201491,85,12.17,6.66,76.31,12.19
291,Hovd,0,NO,1566201492,71,63.83,10.7,64.0,9.17
292,Tautira,75,PF,1566201494,69,-17.73,-149.15,78.8,2.24
293,Savinka,100,RU,1566201495,18,50.08,47.1,94.49,17.09
294,Viedma,28,AR,1566201496,73,-40.81,-62.99,31.67,4.88
295,Pitimbu,40,BR,1566201497,100,-7.47,-34.81,71.6,3.36
296,Kavaratti,90,IN,1566201499,74,10.57,72.64,84.2,4.7
297,Puri,2,ID,1566201502,48,-7.54,112.45,83.87,19.04
298,Fukue,75,JP,1566201503,83,35.03,136.69,87.01,13.87
299,Maramba,68,ID,1566201505,98,-2.58,120.81,70.37,1.99
300,Middelburg,47,NL,1566201416,82,51.5,3.61,64.0,20.8
301,Rio Gallegos,0,AR,1566201507,92,-51.62,-69.22,24.8,5.82
302,Guerrero Negro,0,MX,1566201508,89,27.97,-114.04,64.07,11.36
303,Ulaangom,61,MN,1566201509,30,49.98,92.07,72.17,8.9
304,Hamilton,90,CA,1566201511,100,43.26,-79.87,71.01,11.41
305,Knysna,20,ZA,1566201512,67,-34.04,23.05,57.2,13.87
306,Mayo,20,CA,1566201513,44,63.59,-135.9,41.0,6.93
307,Quime,39,BO,1566201515,96,-16.98,-67.22,35.81,5.57
308,Yining,0,CN,1566201517,39,29.04,114.56,96.47,5.59
309,Lata,99,IN,1566201518,86,30.78,78.62,48.95,7.74
310,Tura,0,RU,1566201519,31,64.27,100.22,73.79,8.46
311,Broken Hill,0,AU,1566201520,32,-31.97,141.45,55.4,13.87
312,Taoudenni,0,ML,1566201522,7,22.68,-3.98,102.59,5.93
313,Henderson,20,US,1566201251,11,36.04,-114.98,86.0,4.7
314,San Jeronimito,100,MX,1566201524,79,17.55,-101.33,81.53,4.97
315,Port Lincoln,73,AU,1566201525,65,-34.72,135.86,55.25,16.06
316,Anloga,40,GH,1566201526,83,5.79,0.9,78.8,12.75
317,Hualmay,94,PE,1566201528,88,-11.1,-77.61,59.39,11.14
318,Beyneu,0,KZ,1566201529,13,45.32,55.19,97.37,16.26
319,Damietta,40,EG,1566201530,65,31.42,31.81,80.6,9.17
320,Saldanha,100,PT,1566201531,57,41.42,-6.55,66.59,2.93
321,Labuhan,94,ID,1566201532,69,-2.54,115.51,84.05,3.4
322,Maltahohe,0,NA,1566201473,16,-24.83,16.98,71.99,18.59
323,Souillac,0,FR,1566201535,93,45.6,-0.6,63.0,3.36
324,Conde,2,BR,1566201536,97,-11.81,-37.61,65.51,0.34
325,Santa Catalina,100,UY,1566201538,85,-33.79,-57.49,36.0,3.58
326,Canmore,1,CA,1566201540,93,51.09,-115.35,50.0,10.29
327,Cervo,62,BR,1566201541,77,-22.19,-46.24,59.57,4.05
328,Xiaoweizhai,94,CN,1566201542,68,26.23,107.51,82.43,4.38
329,Wheatley,1,CA,1566201543,94,42.09,-82.46,69.8,3.36
330,Chittur,20,IN,1566201545,55,10.7,76.74,87.8,9.17
331,Sinnamary,0,GF,1566201546,80,5.38,-52.96,78.83,6.04
332,Sola,89,TZ,1566201547,31,-3.17,33.8,83.51,10.65
333,Avoch,40,GB,1566201549,87,57.57,-4.17,59.0,14.99
334,Vila Velha,75,BR,1566201550,73,-3.71,-38.6,77.0,6.93
335,Baghdad,0,IQ,1566201552,24,33.3,44.38,102.2,4.7
336,Provideniya,100,RU,1566201553,85,64.42,-173.23,47.87,4.09
337,Puerto Madryn,0,AR,1566201554,69,-42.77,-65.04,33.29,14.03
338,North Bend,90,US,1566201555,93,43.41,-124.22,62.6,3.36
339,Paamiut,98,GL,1566201557,95,61.99,-49.67,41.93,6.58
340,Americus,90,US,1566201558,88,32.07,-84.23,78.8,1.41
341,Hanting,3,CN,1566201559,68,30.92,118.55,87.83,9.4
342,Sarab,0,IR,1566201560,21,38.61,44.99,77.39,11.25
343,Tezu,100,IN,1566201562,69,27.93,96.16,85.49,2.08
344,Aswan,0,EG,1566201563,27,24.09,32.9,91.4,1.12
345,Ketchikan,75,US,1566201543,81,55.34,-131.65,51.8,5.82
346,Rawson,0,AR,1566201565,69,-43.3,-65.11,30.59,8.55
347,Berdigestyakh,100,RU,1566201343,68,62.1,126.7,61.55,4.56
348,Farmington,1,US,1566201337,19,36.73,-108.21,66.99,9.17
349,Nekhayevskiy,100,RU,1566201569,72,50.41,41.76,78.01,4.0
350,Yamada,75,JP,1566201570,83,36.58,137.08,84.99,6.93
351,Kaili,100,ID,1566201571,95,-3.46,120.21,63.89,3.0
352,Isangel,0,VU,1566201572,64,-19.55,169.27,70.37,15.75
353,Ponta Delgada,75,PT,1566201574,93,37.73,-25.67,66.2,14.99
354,Llanes,100,ES,1566201575,97,43.42,-4.75,62.01,3.27
355,Ahuimanu,20,US,1566201576,61,21.44,-157.84,80.6,4.7
356,Talnakh,75,RU,1566201577,93,69.49,88.39,57.2,13.42
357,Lardos,0,GR,1566201579,39,36.09,28.02,84.2,4.7
358,Blora,26,ID,1566201580,38,-6.97,111.41,90.17,16.06
359,Port Blair,99,IN,1566201581,80,11.67,92.75,82.97,14.36
360,Sao Felix do Xingu,0,BR,1566201582,64,-6.64,-51.99,67.31,0.38
361,Clyde River,90,CA,1566201583,100,70.47,-68.59,39.2,3.36
362,Tecoanapa,90,MX,1566201585,88,16.99,-99.26,80.6,4.7
363,Denizli,0,TR,1566201581,46,37.77,29.09,70.0,13.87
364,Aras,40,ES,1566201587,63,42.56,-2.36,66.2,6.93
365,Luanda,75,AO,1566201588,88,-8.83,13.24,69.8,5.82
366,Wakkanai,75,JP,1566201589,93,45.41,141.67,60.8,11.41
367,Ouegoa,63,NC,1566201591,76,-20.34,164.44,70.01,16.71
368,Dicabisagan,100,PH,1566201592,83,17.08,122.42,85.67,6.13
369,Klyuchi,100,RU,1566201593,71,52.25,79.17,66.77,13.13
370,Camacha,40,PT,1566201594,78,33.08,-16.33,71.6,9.17
371,Jiuquan,100,CN,1566201595,64,39.73,98.49,61.91,4.36
372,Santa Fe,33,AR,1566201597,72,-31.62,-60.7,46.0,3.0
373,Dauphin,1,CA,1566201598,93,51.15,-100.04,48.2,8.05
374,Klaksvik,100,FO,1566201599,100,62.23,-6.59,50.0,14.99
375,Northampton,0,AU,1566201600,30,-28.35,114.63,69.8,12.75
